Component_ID,Lot_ID,Component_Type,Temperature_C,Iddq_0h_uA,Iddq_24h_uA,Iddq_96h_uA,Iddq_168h_uA,Leakage_0h_uA,Leakage_24h_uA,Leakage_96h_uA,Leakage_168h_uA,Delay_0h_ns,Delay_24h_ns,Delay_96h_ns,Delay_168h_ns,Iddq_Max_Limit_uA,Leakage_Max_Limit_uA,Delay_Max_Limit_ns
IC00644,LOT04,MICROCONTROLLER,126.94,10.974,11.056,11.304,11.616,5.346,5.567,5.878,6.073,10.181,10.263,10.374,10.527,50.0,50.0,30.0
IC01000,LOT20,MIXED_SIGNAL_IC,126.91,9.351,9.845,10.053,10.261,5.12,5.315,5.618,5.958,9.117,9.187,9.31,9.324,50.0,50.0,30.0
IC01585,LOT05,SRAM,126.06,9.648,10.074,10.205,10.497,4.671,4.831,5.061,5.288,9.691,9.724,9.839,9.965,50.0,50.0,30.0
IC01870,LOT10,MIXED_SIGNAL_IC,124.42,10.046,10.265,10.646,10.893,5.179,5.291,5.528,5.654,10.413,10.499,10.563,10.713,50.0,50.0,30.0
IC01104,LOT04,SRAM,123.57,10.344,10.718,11.049,11.131,5.281,5.444,5.608,5.898,9.869,9.884,9.941,10.101,50.0,50.0,30.0
IC00587,LOT07,SRAM,122.35,8.866,9.196,9.524,9.61,5.037,5.186,5.27,5.51,9.106,9.211,9.251,9.268,50.0,50.0,30.0
IC01939,LOT19,MICROCONTROLLER,125.56,9.777,10.009,10.143,10.463,5.041,5.225,5.355,5.616,9.628,9.668,9.756,9.811,50.0,50.0,30.0
IC01430,LOT10,MICROCONTROLLER,124.5,10.351,10.493,10.799,11.186,5.048,5.189,5.452,5.714,10.74,10.839,10.858,10.941,50.0,50.0,30.0
IC00783,LOT03,MIXED_SIGNAL_IC,123.52,9.627,10.044,10.42,10.869,5.167,5.154,5.491,5.754,9.975,10.027,10.103,10.137,50.0,50.0,30.0
IC01746,LOT06,CMOS_LOGIC,123.54,8.905,9.257,9.464,9.748,4.655,4.78,5.03,5.299,9.044,9.104,9.19,9.319,50.0,50.0,30.0
IC00656,LOT16,MIXED_SIGNAL_IC,126.88,9.537,9.846,10.269,10.53,4.95,5.075,5.194,5.57,9.435,9.466,9.594,9.664,50.0,50.0,30.0
IC00808,LOT08,MICROCONTROLLER,123.3,9.895,10.29,10.497,10.871,5.336,5.554,5.773,6.021,10.498,10.564,10.656,10.807,50.0,50.0,30.0
IC01090,LOT10,MICROCONTROLLER,123.34,10.814,11.164,11.584,12.004,5.211,5.306,5.493,5.746,10.923,10.978,11.094,11.215,50.0,50.0,30.0
IC01302,LOT02,CMOS_LOGIC,124.45,10.918,11.244,11.619,11.862,5.612,5.679,5.884,6.159,10.702,10.742,10.881,10.856,50.0,50.0,30.0
IC01668,LOT08,MICROCONTROLLER,123.76,10.434,13.658,21.226,32.972,5.199,6.98,11.766,19.923,10.926,11.918,13.742,16.568,50.0,50.0,30.0
IC00616,LOT16,SRAM,124.13,9.907,10.225,10.238,10.7,4.634,4.809,5.087,5.466,9.357,9.378,9.358,9.515,50.0,50.0,30.0
IC01124,LOT04,CMOS_LOGIC,124.46,9.934,10.199,10.615,10.873,5.294,5.535,5.765,6.014,10.397,10.412,10.488,10.578,50.0,50.0,30.0
IC01457,LOT17,MIXED_SIGNAL_IC,124.15,10.01,10.299,10.49,10.935,4.706,4.905,5.141,5.392,9.2,9.241,9.312,9.327,50.0,50.0,30.0
IC00259,LOT19,MIXED_SIGNAL_IC,124.27,9.772,10.038,10.268,10.547,4.749,4.875,5.064,5.468,10.161,10.169,10.217,10.386,50.0,50.0,30.0
IC00013,LOT13,MIXED_SIGNAL_IC,129.55,10.794,11.204,11.45,11.518,5.446,5.546,5.841,6.185,10.746,10.781,10.881,11.12,50.0,50.0,30.0
IC01843,LOT03,MIXED_SIGNAL_IC,125.42,10.367,12.849,18.338,27.05,5.112,6.892,11.26,20.031,10.605,11.331,12.761,15.728,50.0,50.0,30.0
IC01109,LOT09,MIXED_SIGNAL_IC,124.16,9.583,9.926,10.372,10.849,4.962,4.966,5.184,5.455,10.541,10.59,10.653,10.831,50.0,50.0,30.0
IC00748,LOT08,MICROCONTROLLER,124.01,10.092,10.442,10.459,10.673,5.685,5.939,6.168,6.461,10.82,10.877,10.932,11.049,50.0,50.0,30.0
IC01292,LOT12,SRAM,125.92,11.357,11.846,12.18,12.595,5.651,5.74,5.995,6.317,9.911,9.935,10.046,10.139,50.0,50.0,30.0
IC01051,LOT11,MIXED_SIGNAL_IC,124.52,9.181,12.873,18.699,30.253,4.54,6.637,10.257,17.426,9.419,10.353,11.6,14.612,50.0,50.0,30.0
IC00299,LOT19,SRAM,122.7,9.98,10.043,10.232,10.524,4.852,4.963,5.109,5.257,9.57,9.628,9.782,9.946,50.0,50.0,30.0
IC00038,LOT18,CMOS_LOGIC,124.28,9.903,10.132,10.278,10.584,4.842,4.943,5.162,5.408,9.84,9.88,9.924,9.995,50.0,50.0,30.0
IC00172,LOT12,MICROCONTROLLER,128.74,11.413,11.753,12.05,12.191,5.53,5.743,6.025,6.257,11.123,11.172,11.19,11.316,50.0,50.0,30.0
IC01380,LOT20,SRAM,127.31,9.701,9.87,10.172,10.393,4.78,5.007,5.125,5.456,9.217,9.25,9.382,9.507,50.0,50.0,30.0
IC00488,LOT08,SRAM,124.44,11.147,11.198,11.237,11.568,5.35,5.471,5.628,5.831,9.932,9.925,9.987,9.996,50.0,50.0,30.0
IC00491,LOT11,MICROCONTROLLER,125.87,9.197,9.429,9.83,10.197,4.82,5.046,5.299,5.462,8.589,8.665,8.749,8.962,50.0,50.0,30.0
IC00541,LOT01,CMOS_LOGIC,125.09,9.928,13.348,18.39,28.587,5.188,7.453,12.166,18.723,10.069,11.179,12.66,15.176,50.0,50.0,30.0
IC01656,LOT16,SRAM,125.03,9.176,9.301,9.827,69.942,4.754,4.925,5.053,50.073,9.629,9.7,9.883,46.157,50.0,50.0,30.0
IC01912,LOT12,MICROCONTROLLER,123.21,10.203,10.506,10.833,11.134,4.962,5.115,5.311,5.471,11.425,11.414,11.51,11.619,50.0,50.0,30.0
IC00959,LOT19,SRAM,122.89,9.482,9.833,9.942,10.291,4.826,5.051,5.263,5.582,10.245,10.274,10.365,10.386,50.0,50.0,30.0
IC00910,LOT10,MIXED_SIGNAL_IC,129.28,9.729,10.079,10.23,10.601,4.797,4.931,5.213,5.571,10.363,10.389,10.472,10.582,50.0,50.0,30.0
IC00801,LOT01,MICROCONTROLLER,125.52,10.252,10.642,10.678,10.777,5.187,5.388,5.674,5.867,10.176,10.181,10.272,10.299,50.0,50.0,30.0
IC01511,LOT11,SRAM,123.21,8.991,9.245,9.713,10.007,5.049,5.304,5.53,5.739,8.944,8.986,9.037,9.172,50.0,50.0,30.0
IC01015,LOT15,MIXED_SIGNAL_IC,126.45,9.804,10.069,10.219,10.409,4.699,4.956,5.212,5.582,9.348,9.443,9.499,9.522,50.0,50.0,30.0
IC00025,LOT05,MIXED_SIGNAL_IC,125.11,9.479,9.59,9.849,10.276,4.607,4.772,4.949,5.236,9.005,9.062,9.175,9.342,50.0,50.0,30.0
IC01483,LOT03,MICROCONTROLLER,123.56,10.48,10.877,11.193,11.39,5.258,5.499,5.793,5.901,10.923,11.01,11.08,11.195,50.0,50.0,30.0
IC01877,LOT17,SRAM,126.46,9.47,9.744,10.191,10.371,5.076,5.202,5.482,5.664,9.516,9.489,9.509,9.579,50.0,50.0,30.0
IC01774,LOT14,SRAM,125.22,9.265,9.534,9.894,9.961,4.963,4.971,5.23,5.446,9.898,10.036,10.113,10.163,50.0,50.0,30.0
IC01216,LOT16,CMOS_LOGIC,127.35,9.475,9.831,10.091,10.438,4.76,4.909,4.996,5.249,9.475,9.527,9.617,9.687,50.0,50.0,30.0
IC00024,LOT04,CMOS_LOGIC,129.29,10.622,10.815,11.074,11.292,5.328,5.537,5.727,5.91,10.328,10.365,10.461,10.533,50.0,50.0,30.0
IC00737,LOT17,MIXED_SIGNAL_IC,125.19,9.087,9.587,9.803,10.071,4.694,4.889,5.038,5.271,9.091,9.111,9.121,9.224,50.0,50.0,30.0
IC00608,LOT08,MIXED_SIGNAL_IC,125.24,11.652,11.948,12.428,12.569,4.941,5.21,5.463,5.746,10.477,10.487,10.59,10.654,50.0,50.0,30.0
IC00648,LOT08,SRAM,125.84,10.082,10.362,10.504,10.876,5.356,5.489,5.664,5.955,10.609,10.667,10.719,10.882,50.0,50.0,30.0
IC00757,LOT17,MIXED_SIGNAL_IC,124.07,10.231,10.48,10.802,11.323,4.687,4.838,5.037,5.241,9.532,9.517,9.578,9.615,50.0,50.0,30.0
IC01349,LOT09,SRAM,121.05,9.681,9.977,10.194,10.507,4.724,4.846,5.105,5.374,9.965,9.995,10.029,10.125,50.0,50.0,30.0
IC00308,LOT08,MIXED_SIGNAL_IC,127.54,11.274,11.589,11.721,11.926,4.938,5.063,5.167,5.339,10.298,10.376,10.404,10.424,50.0,50.0,30.0
IC00971,LOT11,SRAM,123.56,9.532,9.829,10.045,10.161,4.348,4.481,4.633,5.023,9.507,9.559,9.615,9.684,50.0,50.0,30.0
IC01420,LOT20,CMOS_LOGIC,127.22,9.656,9.692,9.854,10.067,4.793,5.014,5.136,5.404,10.0,10.045,10.167,10.297,50.0,50.0,30.0
IC01783,LOT03,CMOS_LOGIC,124.2,10.709,11.221,11.368,11.806,5.362,5.379,5.47,5.768,11.037,11.104,11.208,11.284,50.0,50.0,30.0
IC00654,LOT14,CMOS_LOGIC,127.19,9.709,9.985,10.362,10.588,4.445,4.643,4.843,5.079,9.444,9.504,9.569,9.647,50.0,50.0,30.0
IC01726,LOT06,SRAM,126.27,9.122,9.586,9.713,9.875,4.713,4.839,4.945,5.246,8.861,8.873,8.973,9.119,50.0,50.0,30.0
IC01903,LOT03,MIXED_SIGNAL_IC,123.75,10.972,11.425,11.723,12.142,5.408,5.586,5.714,5.997,10.809,10.815,10.846,10.96,50.0,50.0,30.0
IC01500,LOT20,CMOS_LOGIC,126.18,9.81,10.171,10.544,10.949,4.814,4.948,5.174,5.557,9.392,9.484,9.533,9.506,50.0,50.0,30.0
IC00409,LOT09,MIXED_SIGNAL_IC,128.8,11.066,11.18,11.369,11.556,5.371,5.595,5.779,6.045,11.314,11.389,11.411,11.48,50.0,50.0,30.0
IC00892,LOT12,MICROCONTROLLER,123.48,10.216,13.205,18.543,31.47,5.23,7.112,11.01,18.829,10.673,11.227,13.866,18.18,50.0,50.0,30.0
IC01081,LOT01,CMOS_LOGIC,125.64,8.938,9.074,9.316,9.621,5.162,5.333,5.563,5.759,10.641,10.693,10.842,10.963,50.0,50.0,30.0
IC01673,LOT13,SRAM,122.48,10.924,11.092,11.253,11.601,4.86,4.936,5.222,5.472,10.752,10.75,10.89,10.977,50.0,50.0,30.0
IC01223,LOT03,SRAM,125.08,11.285,11.735,11.784,12.154,4.935,5.011,5.208,5.448,10.597,10.678,10.782,10.895,50.0,50.0,30.0
IC01156,LOT16,MIXED_SIGNAL_IC,123.84,10.057,10.586,10.7,11.153,4.772,4.838,4.964,5.15,9.876,9.946,10.028,10.119,50.0,50.0,30.0
IC01289,LOT09,MIXED_SIGNAL_IC,126.56,9.542,9.63,9.89,10.138,5.137,5.314,5.571,5.658,9.863,9.904,10.025,10.197,50.0,50.0,30.0
IC00178,LOT18,SRAM,126.92,9.812,9.949,10.284,10.585,5.313,5.526,5.577,5.715,9.711,9.761,9.858,10.001,50.0,50.0,30.0
IC01737,LOT17,MICROCONTROLLER,128.8,10.419,13.181,19.784,30.293,5.02,6.371,10.985,19.419,9.506,10.326,11.602,14.247,50.0,50.0,30.0
IC01998,LOT18,CMOS_LOGIC,122.6,10.202,10.518,10.722,11.233,5.079,5.286,5.58,5.832,9.673,9.756,9.84,10.013,50.0,50.0,30.0
IC00252,LOT12,SRAM,128.94,10.447,10.606,10.832,11.38,5.905,5.946,6.072,6.442,10.699,10.823,10.899,10.937,50.0,50.0,30.0
IC00105,LOT05,SRAM,125.62,9.609,10.045,10.389,10.676,4.932,5.156,5.281,5.531,9.738,9.85,9.88,9.946,50.0,50.0,30.0
IC00425,LOT05,MICROCONTROLLER,125.33,9.849,10.255,10.593,10.835,5.032,5.084,5.247,5.586,9.689,9.723,9.798,9.839,50.0,50.0,30.0
IC00878,LOT18,SRAM,127.26,10.66,10.859,10.952,11.205,5.479,5.674,6.002,6.286,10.287,10.384,10.454,10.585,50.0,50.0,30.0
IC00431,LOT11,CMOS_LOGIC,127.19,9.868,10.124,10.263,10.536,4.397,4.516,4.722,5.053,8.987,9.04,9.126,9.173,50.0,50.0,30.0
IC00990,LOT10,SRAM,125.02,11.151,11.312,11.457,11.848,5.245,5.513,5.81,5.952,10.148,10.232,10.286,10.357,50.0,50.0,30.0
IC01947,LOT07,MICROCONTROLLER,127.04,9.469,12.773,20.875,29.334,4.726,6.177,9.769,17.326,9.771,10.857,12.473,16.3,50.0,50.0,30.0
IC00663,LOT03,SRAM,122.81,10.51,10.861,11.11,11.278,5.019,5.268,5.414,5.713,9.69,9.725,9.867,9.955,50.0,50.0,30.0
IC00463,LOT03,CMOS_LOGIC,127.82,10.258,10.583,10.863,11.197,5.231,5.411,5.554,5.782,10.731,10.793,10.88,10.957,50.0,50.0,30.0
IC00983,LOT03,CMOS_LOGIC,121.0,10.111,10.323,10.557,10.858,4.976,5.113,5.407,5.627,10.88,10.959,11.042,11.19,50.0,50.0,30.0
IC01249,LOT09,CMOS_LOGIC,124.51,10.168,10.464,10.788,10.988,4.719,4.932,5.084,5.42,9.359,9.378,9.352,9.483,50.0,50.0,30.0
IC01933,LOT13,MICROCONTROLLER,121.84,10.286,10.692,10.998,11.354,5.081,5.12,5.292,5.642,10.097,10.163,10.196,10.38,50.0,50.0,30.0
IC01181,LOT01,SRAM,123.39,9.954,10.219,10.374,10.781,4.399,4.481,4.634,4.978,9.674,9.693,9.786,9.886,50.0,50.0,30.0
IC01925,LOT05,MIXED_SIGNAL_IC,122.87,9.939,10.162,10.346,10.489,4.782,4.913,5.114,5.473,9.139,9.193,9.303,9.389,50.0,50.0,30.0
IC01814,LOT14,MIXED_SIGNAL_IC,128.03,10.311,10.763,10.846,11.023,4.673,4.822,5.025,5.271,9.799,9.837,9.904,10.023,50.0,50.0,30.0
IC00570,LOT10,MIXED_SIGNAL_IC,128.65,10.495,10.933,11.08,11.301,5.675,5.786,5.98,6.234,10.67,10.733,10.892,11.028,50.0,50.0,30.0
IC01030,LOT10,MICROCONTROLLER,120.76,9.784,10.138,10.311,10.475,5.198,5.378,5.588,5.828,10.509,10.632,10.674,10.862,50.0,50.0,30.0
IC00777,LOT17,MIXED_SIGNAL_IC,125.67,10.101,10.439,10.7,10.945,4.648,4.851,5.033,5.235,9.734,9.714,9.723,9.834,50.0,50.0,30.0
IC00907,LOT07,CMOS_LOGIC,126.74,9.543,9.828,9.942,10.372,4.448,4.583,4.705,4.947,9.036,9.105,9.156,9.156,50.0,50.0,30.0
IC00921,LOT01,SRAM,127.97,9.788,10.104,10.305,10.425,4.94,5.083,5.21,5.466,9.991,9.997,10.092,10.276,50.0,50.0,30.0
IC01766,LOT06,SRAM,121.26,9.445,9.705,9.891,10.333,4.662,4.815,5.016,5.201,9.304,9.381,9.421,9.543,50.0,50.0,30.0
IC01364,LOT04,MICROCONTROLLER,123.31,9.436,9.455,9.896,10.217,4.923,5.155,5.293,5.583,10.293,10.346,10.459,10.547,50.0,50.0,30.0
IC01048,LOT08,MICROCONTROLLER,125.56,10.684,10.871,11.135,11.269,5.059,5.277,5.552,5.835,10.152,10.234,10.317,10.44,50.0,50.0,30.0
IC01953,LOT13,CMOS_LOGIC,126.03,10.584,10.81,10.725,11.141,5.541,5.668,5.783,5.976,11.452,11.439,11.587,11.76,50.0,50.0,30.0
IC01605,LOT05,MICROCONTROLLER,124.08,9.187,9.548,9.951,10.207,4.69,4.703,4.891,5.073,9.118,9.16,9.231,9.288,50.0,50.0,30.0
IC00973,LOT13,SRAM,127.32,10.524,10.926,11.061,11.342,5.137,5.233,5.371,5.382,10.994,11.003,11.076,11.035,50.0,50.0,30.0
IC01634,LOT14,CMOS_LOGIC,123.49,9.0,9.407,9.735,9.988,4.555,4.641,4.933,5.314,9.778,9.807,9.881,9.907,50.0,50.0,30.0
IC01798,LOT18,SRAM,126.47,10.88,11.163,11.657,12.035,5.01,5.155,5.271,5.537,10.497,10.514,10.612,10.745,50.0,50.0,30.0
IC00979,LOT19,MIXED_SIGNAL_IC,124.15,9.564,9.771,10.106,10.338,4.664,4.846,4.982,5.33,9.956,9.986,10.07,10.111,50.0,50.0,30.0
IC01664,LOT04,CMOS_LOGIC,123.44,10.585,10.993,11.219,11.354,4.533,4.629,4.746,4.947,10.072,10.076,10.162,10.234,50.0,50.0,30.0
IC01043,LOT03,SRAM,127.27,10.322,10.678,11.206,11.389,4.949,5.12,5.348,5.682,10.709,10.78,10.849,10.895,50.0,50.0,30.0
IC01962,LOT02,CMOS_LOGIC,123.83,10.601,10.971,11.317,11.789,5.095,5.273,5.482,5.778,10.402,10.441,10.51,10.521,50.0,50.0,30.0
IC00995,LOT15,MIXED_SIGNAL_IC,125.7,9.708,13.329,20.923,33.308,4.618,6.189,11.254,20.607,9.671,10.321,12.395,16.797,50.0,50.0,30.0
IC01573,LOT13,CMOS_LOGIC,125.01,10.668,10.822,11.422,11.918,5.119,5.234,5.48,5.618,11.552,11.626,11.719,11.862,50.0,50.0,30.0
IC00362,LOT02,MIXED_SIGNAL_IC,125.6,10.81,11.063,11.16,11.408,4.84,4.876,4.988,5.25,11.101,11.16,11.252,11.352,50.0,50.0,30.0
IC01092,LOT12,MICROCONTROLLER,124.1,10.343,10.645,10.814,11.184,5.576,5.594,5.678,5.88,10.002,10.073,10.162,10.314,50.0,50.0,30.0
IC01393,LOT13,MICROCONTROLLER,123.41,11.025,11.302,11.579,11.93,5.018,5.055,5.339,5.626,10.229,10.314,10.298,10.44,50.0,50.0,30.0
IC01863,LOT03,SRAM,125.26,10.613,11.127,11.387,11.69,5.081,5.136,5.376,5.584,9.763,9.792,9.888,9.994,50.0,50.0,30.0
IC00065,LOT05,MICROCONTROLLER,125.46,9.402,9.608,9.784,10.055,5.104,5.219,5.349,5.612,9.581,9.622,9.709,9.869,50.0,50.0,30.0
IC00657,LOT17,SRAM,127.34,9.879,10.32,10.468,10.575,4.949,5.035,5.308,5.594,9.592,9.695,9.722,9.938,50.0,50.0,30.0
IC00538,LOT18,MICROCONTROLLER,125.13,9.353,9.506,9.66,9.967,5.22,5.426,5.729,5.969,10.101,10.096,10.186,10.375,50.0,50.0,30.0
IC00271,LOT11,CMOS_LOGIC,124.35,9.585,9.939,10.074,10.23,4.71,4.963,5.151,5.386,9.284,9.29,9.311,9.406,50.0,50.0,30.0
IC00529,LOT09,CMOS_LOGIC,121.98,9.28,9.706,9.831,10.445,5.178,5.352,5.592,5.78,9.852,9.896,9.972,10.162,50.0,50.0,30.0
IC01086,LOT06,MICROCONTROLLER,124.98,8.939,9.334,9.696,10.04,4.946,5.196,5.334,5.545,9.293,9.352,9.467,9.576,50.0,50.0,30.0
IC00784,LOT04,MIXED_SIGNAL_IC,125.72,10.95,14.801,21.588,30.454,5.048,6.12,9.982,15.698,10.41,11.3,12.833,14.931,50.0,50.0,30.0
IC01836,LOT16,SRAM,126.76,10.62,11.121,11.226,11.662,4.644,4.758,4.866,5.252,9.367,9.454,9.571,9.689,50.0,50.0,30.0
IC00933,LOT13,SRAM,125.58,10.19,10.512,10.824,10.961,5.414,5.56,5.696,6.036,9.912,9.954,10.093,10.259,50.0,50.0,30.0
IC01952,LOT12,CMOS_LOGIC,122.61,10.657,10.876,10.976,11.133,5.192,5.276,5.508,5.79,10.545,10.584,10.656,10.814,50.0,50.0,30.0
IC00475,LOT15,MICROCONTROLLER,126.41,9.401,9.617,9.806,9.83,4.942,5.137,5.354,5.716,9.716,9.75,9.866,9.913,50.0,50.0,30.0
IC01856,LOT16,SRAM,126.04,9.494,9.827,9.976,10.264,4.44,4.64,4.936,5.313,9.894,10.016,10.042,10.107,50.0,50.0,30.0
IC00873,LOT13,CMOS_LOGIC,124.65,10.652,10.881,11.201,11.607,5.767,5.877,6.127,6.258,10.839,10.861,10.884,10.974,50.0,50.0,30.0
IC01402,LOT02,CMOS_LOGIC,124.83,9.904,10.196,10.68,11.09,5.121,5.288,5.469,5.853,10.82,10.868,10.962,11.064,50.0,50.0,30.0
IC01363,LOT03,MICROCONTROLLER,126.56,10.253,10.563,10.554,10.928,5.163,5.28,5.424,5.723,10.778,10.833,10.911,11.016,50.0,50.0,30.0
IC00899,LOT19,SRAM,124.31,10.057,10.272,10.544,11.062,5.323,5.425,5.628,5.984,9.512,9.564,9.685,9.883,50.0,50.0,30.0
IC01194,LOT14,SRAM,124.07,9.303,9.561,9.786,9.923,4.778,4.878,5.106,5.357,9.149,9.187,9.23,9.409,50.0,50.0,30.0
IC02000,LOT20,SRAM,122.58,10.067,10.309,10.495,10.739,4.656,4.892,5.122,5.365,9.326,9.406,9.482,9.543,50.0,50.0,30.0
IC01890,LOT10,MICROCONTROLLER,123.73,10.082,10.346,10.38,10.424,5.284,5.586,5.652,5.908,11.065,11.055,11.103,11.171,50.0,50.0,30.0
IC00210,LOT10,SRAM,126.4,9.879,10.237,10.289,10.59,5.273,5.547,5.721,6.037,10.371,10.453,10.568,10.676,50.0,50.0,30.0
IC00231,LOT11,CMOS_LOGIC,126.37,9.26,9.652,9.75,10.007,4.929,5.063,5.217,5.494,9.709,9.696,9.843,10.003,50.0,50.0,30.0
IC01919,LOT19,CMOS_LOGIC,125.4,10.098,10.314,10.715,11.088,4.743,4.866,5.027,5.29,9.652,9.766,9.836,9.843,50.0,50.0,30.0
IC01748,LOT08,CMOS_LOGIC,130.17,11.453,11.66,11.852,12.02,5.528,5.722,5.771,6.097,10.745,10.792,10.893,11.024,50.0,50.0,30.0
IC00023,LOT03,CMOS_LOGIC,123.75,9.696,9.925,10.139,10.39,4.526,4.735,4.942,5.214,10.292,10.288,10.233,10.389,50.0,50.0,30.0
IC01010,LOT10,SRAM,123.56,11.516,11.953,12.267,12.562,5.301,5.47,5.73,6.091,10.498,10.487,10.492,10.659,50.0,50.0,30.0
IC00379,LOT19,MICROCONTROLLER,127.18,9.847,10.065,10.175,10.127,4.765,4.91,5.079,5.303,9.692,9.701,9.814,10.035,50.0,50.0,30.0
IC01767,LOT07,SRAM,125.96,9.869,10.221,10.821,66.413,4.501,4.752,5.159,55.498,9.118,9.166,9.395,40.776,50.0,50.0,30.0
IC00056,LOT16,SRAM,126.26,9.959,10.101,10.324,10.751,4.35,4.507,4.765,5.064,9.924,10.025,10.148,10.225,50.0,50.0,30.0
IC00812,LOT12,SRAM,127.66,10.578,11.038,11.181,11.717,5.448,5.554,5.665,5.823,10.654,10.66,10.73,10.807,50.0,50.0,30.0
IC00791,LOT11,MICROCONTROLLER,127.87,9.809,9.942,10.219,10.525,4.467,4.596,4.941,5.154,8.947,9.005,9.077,9.275,50.0,50.0,30.0
IC00451,LOT11,CMOS_LOGIC,124.34,9.866,10.106,10.457,10.651,4.138,4.312,4.551,4.822,9.145,9.241,9.403,9.509,50.0,50.0,30.0
IC00936,LOT16,CMOS_LOGIC,127.54,9.731,9.995,10.574,10.93,4.786,5.034,5.185,5.4,9.9,9.94,10.119,10.208,50.0,50.0,30.0
IC00458,LOT18,MIXED_SIGNAL_IC,123.79,9.421,9.717,9.967,10.455,5.105,5.197,5.518,5.846,10.586,10.599,10.652,10.726,50.0,50.0,30.0
IC01985,LOT05,CMOS_LOGIC,124.11,9.159,9.283,9.555,10.144,5.01,5.109,5.318,5.58,9.206,9.331,9.373,9.52,50.0,50.0,30.0
IC01572,LOT12,CMOS_LOGIC,126.57,10.963,11.273,11.436,11.856,4.841,4.895,5.135,5.274,10.265,10.301,10.339,10.534,50.0,50.0,30.0
IC01147,LOT07,MIXED_SIGNAL_IC,125.99,8.883,9.103,9.535,9.825,4.835,4.977,5.171,5.547,8.757,8.777,8.884,8.997,50.0,50.0,30.0
IC00887,LOT07,MICROCONTROLLER,125.66,9.211,9.47,9.8,10.111,4.817,4.906,5.109,5.47,9.243,9.323,9.464,9.527,50.0,50.0,30.0
IC00009,LOT09,MICROCONTROLLER,122.7,10.398,10.695,11.092,11.345,4.878,5.002,5.228,5.633,10.194,10.247,10.31,10.453,50.0,50.0,30.0
IC01116,LOT16,SRAM,125.4,9.714,10.018,10.119,10.288,4.832,4.961,5.263,5.542,8.937,9.005,9.115,9.172,50.0,50.0,30.0
IC00881,LOT01,MIXED_SIGNAL_IC,122.1,9.559,9.667,9.867,10.376,4.302,4.455,4.73,5.008,9.939,9.949,10.058,10.155,50.0,50.0,30.0
IC01649,LOT09,MIXED_SIGNAL_IC,124.93,11.254,11.775,11.892,12.344,5.273,5.372,5.579,5.699,10.237,10.271,10.404,10.479,50.0,50.0,30.0
IC00272,LOT12,MIXED_SIGNAL_IC,124.67,10.84,11.252,11.234,11.593,5.14,5.238,5.402,5.58,10.188,10.296,10.376,10.516,50.0,50.0,30.0
IC00490,LOT10,MICROCONTROLLER,125.59,11.208,11.62,11.657,11.888,5.279,5.413,5.569,5.773,9.931,10.055,10.101,10.323,50.0,50.0,30.0
IC00011,LOT11,MIXED_SIGNAL_IC,125.37,9.663,9.936,10.599,67.126,4.659,4.896,5.288,71.273,9.052,9.141,9.409,40.584,50.0,50.0,30.0
IC01730,LOT10,MICROCONTROLLER,128.1,10.28,10.644,10.985,11.141,4.855,4.915,5.134,5.399,10.691,10.726,10.864,10.964,50.0,50.0,30.0
IC01405,LOT05,CMOS_LOGIC,126.8,9.466,9.893,10.028,10.043,4.727,4.866,5.042,5.328,8.833,8.909,8.956,9.192,50.0,50.0,30.0
IC00337,LOT17,SRAM,123.89,8.786,9.08,9.358,10.045,5.083,5.285,5.412,5.528,9.721,9.813,9.928,10.056,50.0,50.0,30.0
IC00012,LOT12,CMOS_LOGIC,128.58,11.821,12.2,12.333,12.728,5.582,5.802,5.944,6.271,10.451,10.517,10.63,10.825,50.0,50.0,30.0
IC00819,LOT19,SRAM,123.63,10.074,10.254,10.52,10.704,4.514,4.527,4.758,5.056,10.535,10.518,10.642,10.716,50.0,50.0,30.0
IC00850,LOT10,CMOS_LOGIC,124.9,9.432,9.812,10.058,10.303,5.142,5.357,5.569,5.958,11.02,11.003,11.099,11.171,50.0,50.0,30.0
IC00390,LOT10,SRAM,126.52,10.592,10.829,10.995,11.18,5.291,5.416,5.538,5.805,9.448,9.529,9.636,9.729,50.0,50.0,30.0
IC01251,LOT11,CMOS_LOGIC,123.69,9.537,9.602,9.929,10.26,4.948,5.128,5.485,5.714,9.26,9.248,9.379,9.39,50.0,50.0,30.0
IC00736,LOT16,SRAM,127.17,9.768,10.037,10.429,10.6,4.891,5.07,5.294,5.548,9.621,9.703,9.784,9.857,50.0,50.0,30.0
IC00964,LOT04,SRAM,121.53,10.169,10.46,10.881,11.047,4.688,4.852,4.991,5.103,10.054,10.127,10.234,10.362,50.0,50.0,30.0
IC00607,LOT07,MIXED_SIGNAL_IC,125.78,9.33,9.672,9.872,10.165,4.678,4.897,5.063,5.344,9.215,9.166,9.238,9.314,50.0,50.0,30.0
IC00980,LOT20,MIXED_SIGNAL_IC,124.97,10.322,10.845,11.485,55.838,4.515,4.805,5.005,61.79,10.01,10.109,10.25,37.439,50.0,50.0,30.0
IC00303,LOT03,MIXED_SIGNAL_IC,123.41,10.624,12.832,19.013,27.466,5.133,7.135,10.602,19.861,10.252,11.324,12.549,16.788,50.0,50.0,30.0
IC00005,LOT05,SRAM,124.85,9.047,9.387,9.471,9.738,4.907,5.054,5.321,5.714,9.241,9.314,9.406,9.454,50.0,50.0,30.0
